Depth(ft)	GR (API)
9151	69.1888372
9151.5	73.3632558
9152	79.9790909
9152.5	87.3593023
9153	90.7734884
9153.5	92.675814
9154	88.1916279
9154.5	85.1523256
9155	83.0974419
9155.5	80.4537209
9156	75.2118605
9156.5	73.2817241
9157	71.3997674
9157.5	70.2522481
9158	72.0235659
9158.5	73.7948837
9159	73.9283721
9159.5	75.7653488
9160	81.6490698
9160.5	86.0711494
9161	87.3872414
9161.5	88.9313953
9162	90.6406977
9162.5	88.755
9163	85.8860465
9163.5	80.0381395
9164	72.4997674
9164.5	66.5018182
9165	60.6837209
9165.5	55.7823256
9166	54.8744186
9166.5	53.0218605
9167	46.8346512
9167.5	38.2560465
9168	30.5174419
9168.5	25.1965116
9169	23.4751163
9169.5	27.4239535
9170	37.8860465
9170.5	58.5209302
9171	69.1571318
9171.5	72.5718605
9172	75.622093
9172.5	69.7213953
9173	60.3272727
9173.5	48.3313953
9174	41.0769767
9174.5	42.2755814
9175	47.11
9175.5	52.5944186
9176	59.3246512
9176.5	70.2290698
9177	77.3118182
9177.5	83.8383721
9178	87.4933721
9178.5	90.0206977
9179	87.9276744
9179.5	84.4648837
9180	78.1746512
9180.5	71.5906977
9181	68.7837209
9181.5	67.8712717
9182	67.0215607
9182.5	66.1718497
9183	65.0016279
9183.5	63.484186
9184	66.8669767
9184.5	71.8834884
9185	78.2413953
9185.5	80.0593103
9186	76.8696552
9186.5	71.3418605
9187	58.1097674
9187.5	46.13
9188	37.7055814
9188.5	35.6572093
9189	39.075814
9189.5	42.4724138
9190	45.8517241
9190.5	56.1093023
9191	66.4965116
9191.5	81.5951163
9192	85.7797674
9192.5	84.3844186
9193	82.9890698
9193.5	82.71
9194	82.6193023
9194.5	80.954186
9195	78.0267442
9195.5	72.5681395
9196	65.5002326
9196.5	60.305814
9197	55.4055556
9197.5	48.2856627
9198	41.7247619
9198.5	33.2814634
9199	28.1839535
9199.5	26.2653488
9200	27.6593939
9200.5	29.7806061
9201	33.0656522
9201.5	44.0469388
9202	59.163913
9202.5	66.8756522
9203	68.9769412
9203.5	65.1063529
9204	45.45
9204.5	36.1223529
9205	32.8341176
9205.5	35.3921277
9206	42.3628889
9206.5	48.6986667
9207	54.1728889
9207.5	58.6644444
9208	62.5906667
9208.5	70.1269565
9209	76.6953333
9209.5	79.2593023
9210	75.7614286
9210.5	69.2368293
9211	57.52
9211.5	50.3731707
9212	45.672
9212.5	51.6608889
9213	64.6488889
9213.5	72.8721739
9214	79.9956522
9214.5	83.82
9215	88.6777778
9215.5	90.9547191
9216	91.8680952
9216.5	88.1472093
9217	86.2373256
9217.5	85.0919767
9218	82.0821429
9218.5	78.6255172
9219	79.1944828
9219.5	80.5861364
9220	85.165
9220.5	87.9251724
9221	87.5458621
9221.5	83.7080952
9222	80.6602326
9222.5	78.7455039
9223	76.8307752
9223.5	78.716
9224	81.9927273
9224.5	80.7890698
9225	74.78075
9225.5	62.657561
9226	56.5980952
9226.5	58.4208696
9227	61.755
9227.5	66.2188889
9228	71.67
9228.5	81.3880682
9229	84.1892045
9229.5	85.6337209
9230	83.9127907
9230.5	80.0069048
9231	77.4484884
9231.5	75.9116279
9232	73.9334884
9232.5	71.6393023
9233	67.3504878
9233.5	65.6864773
9234	67.1807955
9234.5	67.0637931
9235	66.3121176
9235.5	62.8297647
9236	62.2227273
9236.5	67.2506522
9237	77.5093617
9237.5	83.5532584
9238	86.5139326
9238.5	86.125896
9239	85.3657803
9239.5	84.6056647
9240	81.2466667
9240.5	75.7585714
9241	69.754878
9241.5	63.1045238
9242	54.6505
9242.5	37.5571053
9243	26.6104819
9243.5	20.4926966
9244	24.5601124
9244.5	28.9017778
9245	33.956
9245.5	38.8893333
9246	46.552766
9246.5	58.0959574
9247	70.7504167
9247.5	82.6182979
9248	86.18375
9248.5	87.3253659
9249	81.1190698
9249.5	79.0144186
9250	74.4546341
9250.5	69.9816279
9251	70.4669697
9251.5	71.8381818
9252	73.7508889
9252.5	78.2420455
9253	80.9831818
9253.5	80.9702326
9254	80.9204598
9254.5	81.4836782
9255	79.0851765
9255.5	75.2145882
9256	70.6604762
9256.5	68.845
9257	71.0879545
9257.5	69.9748837
9258	66.3025581
9258.5	63.9105814
9259	62.8582558
9259.5	62.2033077
9260	62.0148462
9260.5	61.8263846
9261	57.85
9261.5	56.3437079
9262	59.304382
9262.5	63.2257778
9263	70.9514894
9263.5	81.1004255
9264	86.96
9264.5	87.2474419
9265	86.48
9265.5	86.48
9266	86.48
9266.5	85.6095349
9267	82.0647619
9267.5	77.362381
9268	74.0313953
9268.5	71.5283846
9269	70.5168462
9269.5	69.5053077
9270	69.7456818
9270.5	71.0525
9271	73.6711364
9271.5	75.5415909
9272	77.287803
9272.5	78.1325581
9273	76.4116279
9273.5	73.505
9274	74.5283146
9274.5	77.668764
9275	80.8428571
9275.5	79.436
9276	81.1655814
9276.5	79.8283721
9277	77.7423256
9277.5	74.1983333
9278	70.1933333
9278.5	63.0296429
9279	58.9165476
9279.5	58.2476404
9280	61.0229213
9280.5	71.175
9281	79.0288889
9281.5	81.5027273
9282	85.0190909
9282.5	86.5425581
9283	85.2053488
9283.5	83.4048837
9284	83.9214773
9284.5	86.1657955
9285	87.77
9285.5	86.6718605
9286	85.491
9286.5	84.2256154
9287	82.9602308
9287.5	80.9964706
9288	78.6729412
9288.5	76.5341379
9289	75.7755172
9289.5	76.7709091
9290	80.6646667
9290.5	84.7455556
9291	89.3837778
9291.5	89.8313953
9292	88.9495349
9292.5	86.504186
9293	84.9751163
9293.5	83.6274419
9294	82.4762791
9294.5	80.7506977
9295	79.9
9295.5	79.9
9296	79.5546512
9296.5	79.4583333
9297	80.7045455
9297.5	81.9507576
9298	79.7534884
9298.5	76.2965882
9299	73.8762069
9299.5	74.8187356
9300	78.0344444
9300.5	81.7981818
9301	85.426
9301.5	89.4482222
9302	91.4897727
9302.5	92.7846512
9303	91.0637209
9303.5	90.1
9304	90.1
9304.5	90.1
9305	88.175814
9305.5	83.8039535
9306	80.4433333
9306.5	73.5334146
9307	64.0568293
9307.5	56.7372289
9308	49.647561
9308.5	40.4158537
9309	31.9829268
9309.5	33.0231111
9310	39.1776087
9310.5	50.0157447
9311	61.8919149
9311.5	66.88
9312	68.455
9312.5	68.3416279
9313	69.5702222
9313.5	75.6395556
9314	81.8328571
9314.5	87.2614286
9315	89.5936364
9315.5	91.3360606
9316	91.7133333
9316.5	87.1871429
9317	84.4983721
9317.5	84.1003448
9318	84.4796552
9318.5	83.2744186
9319	81.102381
9319.5	76.4890698
9320	74.3844186
9320.5	74.4555172
9321	75.2141379
9321.5	74.9499237
9322	74.5720611
9322.5	75.035
9323	77.5077273
9323.5	79.7520455
9324	84.6782609
9324.5	89.1718182
9325	91.1827273
9325.5	92.6383721
9326	91.4930233
9326.5	89.1065116
9327	86.0425581
9327.5	85.0062791
9328	83.942093
9328.5	82.8941379
9329	83.4631034
9329.5	82.9904651
9330	80.3980233
9330.5	77.9154651
9331	77.9674713
9331.5	78.91
9332	83.5062879
9332.5	84.5025
9333	83.5652381
9333.5	81.5893182
9334	81.87
9334.5	83.58
9335	87.0668889
9335.5	88.0003053
9336	88.8781679
9336.5	88.7534884
9337	86.1529412
9337.5	82.8588235
9338	84.6
9338.5	89.2197778
9339	94.4446667
9339.5	96.9268664
9340	96.5489862
9340.5	96.171106
9341	95.7932258
9341.5	95.4153456
9342	95.2011628
9342.5	94.8275862
9343	93.5
9343.5	89.0217073
9344	84.4574419
9344.5	82.7365116
9345	83.845
9345.5	85.7436364
9346	89.3944828
9346.5	89.2048276
9347	88.5402326
9347.5	86.902093
9348	85.592
9348.5	84.4535385
9349	83.5428462
9349.5	83.6697692
9350	83.7966923
9350.5	84.17625
9351	84.73875
9351.5	85.3532824
9352	85.9792366
9352.5	85.7752381
9353	83.3834483
9353.5	83.0041379
9354	83.2127586
9354.5	83.7817241
9355	83.20875
9355.5	84.14625
9356	84.5406977
9356.5	83.3895349
9357	82.2383721
9357.5	82.7625
9358	84.075
9358.5	87.7847692
9359	87.0232308
9359.5	86.2616923
9360	85.3389535
9360.5	84.1936047
9361	83.85
9361.5	83.85
9362	83.7931034
9362.5	83.2241379
9363	82.3074419
9363.5	81.4784615
9364	81.3553846
9364.5	81.2323077
9365	79.6659302
9365.5	78.6202273
9366	80.6770455
9366.5	81.7125
9367	81.54
9367.5	81.54
9368	81.8434483
9368.5	82.1543023
9369	81.3926744
9369.5	82.0082222
9370	85.9424444
9370.5	88.0275862
9371	87.837931
9371.5	85.7858824
9372	83.6319318
9372.5	84.75125
9373	86.1275
9373.5	83.2636585
9374	76.2147619
9374.5	73.5832558
9375	72.3290909
9375.5	76.2044444
9376	76.9571429
9376.5	75.32
9377	76.82
9377.5	76.6432558
9378	75.747907
9378.5	75.5306667
9379	79.9635556
9379.5	82.0387692
9380	81.5349231
9380.5	81.0310769
9381	82.1009091
9381.5	83.7827273
9382	84.6927481
9382.5	85.5706107
9383	86.4912977
9383.5	87.4951145
9384	88.4989313
9384.5	91.3447727
9385	92.6515909
9385.5	90.3689412
9386	87.4257143
9386.5	83.0027907
9387	78.7685714
9387.5	76.2551163
9388	77.2052273
9388.5	78.6255172
9389	79.1944828
9389.5	80.08
9390	81.4048864
9390.5	82.5242045
9391	84.1725
9391.5	86.9606818
9392	89.1775
9392.5	89.8593023
9393	88.522093
9393.5	86.387907
9394	84.3576744
9394.5	83.0204651
9395	81.6832558
9395.5	80.1916279
9396	78.9189313
9396.5	80.0487023
9397	81.1784733
9397.5	80.4893694
9398	78.9443243
9398.5	78.2838372
9399	78.6617442
9399.5	79.87
9400	83.03
9400.5	86.2934091
9401	88.4488372
9401.5	89.0651163
9402	87.727907
9402.5	84.2554545
9403	81.9832558
9403.5	80.6390909
9404	83.7927907
9404.5	87.3497674
9405	90.0395349
9405.5	91.3797692
9406	92.1374615
9406.5	92.8352273
9407	90.5893023
9407.5	89.2590698
9408	90.7075
9408.5	91.259186
9409	90.6836047
9409.5	88.8787356
9410	86.2369767
9410.5	79.3390805
9411	80.4712644
9411.5	82.1595349
9412	82.6389231
9412.5	82.0081538
9413	81.3709302
9413.5	80.4174419
9414	80.4215909
9414.5	81.8787209
9415	82.2566279
9415.5	80.5060465
9416	77.8845455
9416.5	76.7243678
9417	79.368046
9417.5	83.2576744
9418	88.4088372
9418.5	88.4539535
9419	86.7755172
9419.5	85.4062791
9420	86.7662069
9420.5	85.634023
9421	85.8390698
9421.5	88.1733333
9422	90.8170115
9422.5	86.1023256
9423	80.2213636
9423.5	79.3023077
9424	80.1869231
9424.5	81.0715385
9425	82.6104651
9425.5	82.4359302
9426	81.63
9426.5	80.2283721
9427	79.2748837
9427.5	77.2179545
9428	76.9160465
9428.5	78.8230233
9429	80.8742529
9429.5	82.3790698
9430	80.3521839
9430.5	80.1682759
9431	80.9718605
9431.5	82.6869767
9432	84.6897701
9432.5	86.6972093
9433	87.6506977
9433.5	87.5745977
9434	85.4998851
9434.5	82.3816279
9435	79.6948837
9435.5	76.597931
9436	74.2665116
9436.5	77.0868182
9437	79.4997674
9437.5	81.7597674
9438	85.6695455
9438.5	84.5004651
9439	79.4746512
9439.5	76.0525
9440	72.4127907
9440.5	68.2151163
9441	63.8440909
9441.5	61.5484884
9442	60.2027907
9442.5	67.6345455
9443	74.4432558
9443.5	78.7717692
9444	78.0140769
9444.5	77.2563846
9445	78.059186
9445.5	79.1089655
9446	79.2986207
9446.5	80.1065116
9447	81.2503846
9447.5	81.6311538
9448	82.0119231
9448.5	84.0501149
9449	84.8029885
9449.5	85.6127586
9450	86.5552874
9450.5	86.9165896
9451	86.8212139
9451.5	86.7258382
9452	86.4876744
9452.5	84.9644186
9453	82.4568182
9453.5	77.7313953
9454	74.3439535
9454.5	76.7472727
9455	78.8823256
9455.5	81.115814
9456	78.6472727
9456.5	75.295814
9457	74.6
9457.5	74.7896552
9458	74.5009302
9458.5	74.1210853
9459	73.4529545
9459.5	73.2546512
9460	75.1616279
9460.5	76.3068966
9461	77.0597701
9461.5	78.9295349
9462	76.3422727
9462.5	75.3111628
9463	76.4876744
9463.5	76.79
9464	76.79
9464.5	78.43
9465	79.7518391
9465.5	81.0277907
9466	82.1731395
9466.5	81.9862069
9467	80.6643678
9467.5	77.3488372
9468	76.234023
9468.5	75.2893023
9469	74.335814
9469.5	74.2013793
9470	74.9542529
9470.5	78.824186
9471	77.45
9471.5	76.4965116
9472	76.3439535
9472.5	77.6616154
9473	78.1654615
9473.5	78.6693077
9474	78.1543182
9474.5	75.1988372
9475	68.8670115
9475.5	67.1716092
9476	65.2825581
9476.5	63.1837209
9477	64.3813636
9477.5	68.0062791
9478	72.7374419
9478.5	80.7631818
9479	84.2080769
9479.5	86.2273077
9480	88.2465385
9480.5	83.604186
9481	80.5061364
9481.5	78.0897674
9482	74.2144186
9482.5	71.8244828
9483	72.3934483
9483.5	73.9793023
9484	75.8249425
9484.5	76.1985057
9485	77.2623256
9485.5	79.5990698
9486	80.95
9486.5	81.8982759
9487	81.2534483
9487.5	80.3238372
9488	79.5622093
9488.5	79.235814
9489	79.158
9489.5	78.6541538
9490	78.1503077
9490.5	81.404023
9491	83.9967442
9491.5	81.9669767
9492	81.42
9492.5	81.6105385
9493	80.8528462
9493.5	80.0951538
9494	81.0144186
9494.5	81.525
9495	79.897907
9495.5	79.3248837
9496	81.045814
9496.5	81.9961538
9497	82.7538462
9497.5	83.8827273
9498	86.7576744
9498.5	90.0167442
9499	90.9676498
9499.5	90.5137327
9500	90.0598157
9500.5	89.6058986
9501	87.1839535
9501.5	80.5374419
9502	79.3486207
9502.5	81.0497701
9503	82.762093
9503.5	84.5190909
9504	85.7006977
9504.5	82.2627907
9505	78.2437209
9505.5	75.5036782
9506	73.4289655
9506.5	70.7979545
9507	66.9493023
9507.5	66.0488372
9508	68.5402273
9508.5	71.6295349
9509	72.332093
9509.5	71.5704651
9510	68.9706154
9510.5	69.7283077
9511	70.486
9511.5	71.1562791
9512	71.7318605
9512.5	73.3193023
9513	76.2086047
9513.5	79.5793023
9514	82.2855172
9514.5	84.1705747
9515	88.6334884
9515.5	91.1992308
9516	92.0838462
9516.5	92.8326012
9517	92.3586127
9517.5	91.8846243
9518	91.4106358
9518.5	90.6367816
9519	89.6942529
9519.5	86.7560465
9520	81.5640909
9520.5	78.7334615
9521	79.745
9521.5	80.7565385
9522	83.7297674
9522.5	85.6293023
9523	83.8070115
9523.5	81.6388372
9524	79.3125581
9524.5	79.088
9525	79.7187692
9525.5	80.3495385
9526	83.7689655
9526.5	85.0850575
9527	85.7997701
9527.5	85.2365517
9528	83.5601163
9528.5	81.0775581
9529	79.5932184
9529.5	78.614186
9530	79.8471264
9530.5	80.2206897
9531	80.6660465
9531.5	81.1776744
9532	81.6893023
9532.5	80.3312791
9533	79.1859302
9533.5	78.5163077
9534	78.7701538
9534.5	79.024
9535	79.3717692
9535.5	79.7525385
9536	80.211954
9536.5	81.1544828
9537	80.8037209
9537.5	79.9517241
9538	80.3252874
9538.5	79.1813953
9539	77.8098851
9539.5	78.1834483
9540	78.3034884
9540.5	78.8411628
9541	79.885
9541.5	81.349186
9542	83.0602299
9542.5	84.5717241
9543	85.0723256
9543.5	82.9734884
9544	78.9127273
9544.5	75.5623256
9545	75.15
9545.5	75.1875
9546	75.7306977
9546.5	77.9753488
9547	81.7561364
9547.5	81.7287209
9548	79.6298837
9548.5	77.42
9549	77.0039535
9549.5	78.3411628
9550	80.57
9550.5	84.8239535
9551	86.7515385
9551.5	87.3823077
9552	87.95
9552.5	87.95
9553	87.95
9553.5	88.3337209
9554	89.1011628
9554.5	85.4852273
9555	83.2837209
9555.5	81.6286154
9556	81.1209231
9556.5	80.6132308
9557	81.5127907
9557.5	82.7286207
9558	83.6711494
9558.5	81.1151163
9559	80.3890909
9559.5	83.3539535
9560	85.0748837
9560.5	87.0293103
9561	89.104023
9561.5	85.8202326
9562	84.1377273
9562.5	85.3769231
9563	84.4923077
9563.5	83.6076923
9564	82.9455814
9564.5	82.37
9565	84.7530233
9565.5	87.5977907
9566	88.7431395
9566.5	88.7237692
9567	87.7122308
9567.5	86.7006923
9568	88.7685057
9568.5	89.7404651
9569	86.97
9569.5	86.97
9570	85.3653488
9570.5	81.8476744
9571	77.45
9571.5	77.829845
9572	78.2096899
9572.5	77.3370455
9573	77.2733721
9573.5	79.3722093
9574	81.8931818
9574.5	85.7665116
9575	87.097907
9575.5	87.0131818
9576	84.192093
9576.5	83.4210769
9577	84.0518462
9577.5	84.715814
9578	86.5498851
9578.5	85.9866667
9579	84.8590698
9579.5	81.0246512
9580	73.9393182
9580.5	72.9972093
9581	73.7713636
9581.5	77.6569767
9582	83.9927907
9582.5	87.2369767
9583	89.8027273
9583.5	87.9346512
9584	86.6110345
9584.5	85.7511628
9585	86.3209302
9585.5	88.8246512
9586	89.1765909
9586.5	86.6765116
9587	85.0304651
9587.5	85
9588	85
9588.5	84.7473988
9589	84.082659
9589.5	83.4179191
9590	82.7531792
9590.5	80.6918605
9591	79.7383721
9591.5	79.09
9592	79.09
9592.5	79.09
9593	80.7393023
9593.5	83.9527273
9594	88.0183237
9594.5	88.5876879
9595	89.157052
9595.5	89.7264162
9596	88.6613953
9596.5	86.1890909
9597	85.3996923
9597.5	84.7689231
9598	83.74
9598.5	81.4631818
9599	79.0627273
9599.5	77.6563636
9600	78.85
9600.5	81.3840909
9601	85.1927273
9601.5	86.4327273
9602	87.190303
9602.5	87.9478788
9603	87.6159091
9603.5	86.8602273
9604	84.4981818
9604.5	81.0784733
9605	80.5708397
9605.5	80.0632061
9606	78.9734091
9606.5	77.9870455
9607	78.4696591
9607.5	79.3388636
9608	82.3936364
9608.5	85.6038636
9609	84.8500758
9609.5	84.0962879
9610	87.83
9610.5	94.1679545
9611	95.4473485
9611.5	94.3147727
9612	93.182197
9612.5	91.7631818
9613	89.4961364
9613.5	86.3834091
9614	84.8020455
9614.5	83.8588636
9615	81.0124138
9615.5	82.7365517
9616	85.3331818
9616.5	87.7318182
9617	88.2356061
9617.5	88.7393939
9618	90.7243182
9618.5	93.0827273
9619	96.2247727
9619.5	98.2986364
9620	101.29
9620.5	107.141818
9621	113.288182
9621.5	117.147273
9622	113.248636
9622.5	108.290909
9623	98.8881818
9623.5	88.1563636
9624	87.3418182
9624.5	88.5278161
9625	89.1025287
